customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
694,Lilith,Lanning,Female,66,12/28/1968,Media Manager III,Health,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,13
695,Kevan,Kubal,Male,36,11/30/1977,Engineer II,Health,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,11
696,Arch,Gaitskill,Male,57,2/6/1966,Programmer Analyst II,,Affluent Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,6
697,Weston,Brokenshaw,Male,25,11/29/1986,Environmental Specialist,Entertainment,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,10
698,Ellette,Fahy,Female,90,7/20/1996,Human Resources Manager,Manufacturing,High Net Worth,N,-1,Yes,1
699,Mirabella,Richter,Female,16,8/4/1972,Account Representative IV,IT,Affluent Customer,N,ï¼ï¼ï¼,Yes,16
700,Josias,Mulliner,Male,67,2/20/1990,,Financial Services,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,4
701,Ransell,Ruler,Male,18,5/1/1956,Food Chemist,Health,Mass Customer,N,ð©ð½,Yes,8
702,Zorina,Bosomworth,Female,72,2/9/1960,Help Desk Technician,,Mass Customer,N,(ï½¡â â âï½¡),No,8
703,Ethelda,,Female,66,10/31/1966,,Property,Mass Customer,N,Jan-00,No,15
704,Lindsay,Acaster,Female,49,12/8/1998,Research Nurse,Health,Mass Customer,N,â¢,No,4
705,Eddie,Yekel,Male,48,1/16/1964,Quality Engineer,Retail,High Net Worth,N,-100,No,14
706,Kane,Gaffer,Male,44,1/6/1990,Media Manager IV,Financial Services,High Net Worth,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,5
707,Homere,Rounds,Male,97,7/23/1973,Executive Secretary,,Mass Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,7
708,Idalina,Wilcot,Female,31,2/15/1987,Safety Technician II,IT,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,10
709,Holly,Cavil,Female,83,12/11/1979,Accountant III,Financial Services,Mass Customer,N,1'; DROP TABLE users--,Yes,5
710,Benton,Oakly,Male,76,3/1/1970,Sales Representative,Retail,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,13
711,Audrey,Vickerman,Female,60,3/3/1972,,,Affluent Customer,N,0,No,7
712,Norine,Antonik,Female,22,5/20/1961,,IT,Mass Customer,N,â«testâ«,No,14
713,Adena,Northedge,Female,34,9/26/1994,Help Desk Technician,,Mass Customer,N,testâ testâ«,Yes,4
714,Burtie,Scintsbury,Male,12,7/13/1964,,Manufacturing,High Net Worth,N,100,Yes,15
715,Royal,Shinn,Male,50,9/7/1968,Junior Executive,,Mass Customer,N,!@#$%^&*(),No,6
716,Trescha,Preshous,Female,31,11/9/1979,Social Worker,Health,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,11
717,Basilius,Spieck,Male,65,11/20/1976,VP Product Management,Manufacturing,Mass Customer,N,"''''""",Yes,11
718,Cathe,Lorriman,Female,38,2/18/1978,Engineer I,Manufacturing,Mass Customer,N,ï»¿,Yes,7
719,Pattin,Weathey,Male,2,12/30/1953,Administrative Officer,Retail,Mass Customer,N,-100,No,14
720,Darrel,Canet,Male,67,10/23/1931,Recruiting Manager,Retail,Affluent Customer,N,1;DROP TABLE users,No,6
721,Harmonia,Cornock,Female,84,8/9/1993,Account Representative III,,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,1
722,Stewart,Brosoli,Male,69,3/17/1956,Marketing Manager,IT,Mass Customer,N,"__ï¾(,_,*)",No,5
723,Madelina,Marte,Female,41,8/20/1963,Food Chemist,Health,Mass Customer,N,<script>alert('hi')</script>,Yes,6
724,Heinrik,Norcock,Male,7,8/5/1975,Analog Circuit Design manager,Financial Services,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,4
725,Gage,Crossan,Male,61,8/27/1965,Design Engineer,Health,High Net Worth,N,-100,Yes,19
726,Norma,Blackbourn,Female,69,2/10/1978,Information Systems Manager,Health,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,10
727,Lenci,Duerden,Male,98,10/10/1978,Senior Editor,Manufacturing,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,3
728,Winthrop,Corser,Male,60,10/3/1956,VP Accounting,Financial Services,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,8
729,Ammamaria,Standbridge,Female,30,10/23/1973,Analog Circuit Design manager,Health,Affluent Customer,N,,No,11
730,Robb,Poll,Male,42,7/25/1968,Web Designer IV,,Mass Customer,N,"''''""",No,14
731,Lorenza,Cawthorne,Female,57,12/4/1969,,,Mass Customer,N,0,No,6
732,Bonita,Gethins,Female,71,1/21/1967,Actuary,Financial Services,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,5
733,Ham,Mayoh,Male,25,11/30/1973,,Manufacturing,Mass Customer,N,-0.5,No,13
734,Leicester,Fynes,Male,34,7/6/1980,Programmer III,Retail,Affluent Customer,N,åè£½æ¼¢èª,No,11
735,Khalil,Pennings,Male,33,4/20/1965,Assistant Manager,Financial Services,Mass Customer,N,1,Yes,11
736,Sansone,Eastcourt,Male,41,5/24/1974,Help Desk Operator,,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,8
737,Sisely,Oppy,Female,75,7/11/1983,Systems Administrator III,,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,16
738,Bunnie,Whines,Female,51,12/8/1984,,Argiculture,Mass Customer,N,",./;'[]\-=",Yes,9
739,Arnie,Zorn,Male,36,12/13/1964,Senior Editor,Manufacturing,Mass Customer,N,Ù¡Ù¢Ù£,No,8
740,Farr,Butterick,Male,9,8/18/1994,,Financial Services,Affluent Customer,N,,No,6
741,Cristionna,Mapes,Female,16,2/15/1979,,,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,11
742,Dexter,Robelin,Male,55,4/24/1966,Senior Developer,Manufacturing,Mass Customer,N,1,No,15
743,Pattin,Morican,Male,89,4/6/1981,VP Accounting,Financial Services,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,13
744,Heinrik,,Male,54,8/30/1977,Graphic Designer,Manufacturing,Affluent Customer,N,ï½ï½¨(Â´âï½â©,Yes,14
745,Dotty,Maylott,Female,84,3/22/1978,,Manufacturing,Mass Customer,N,-0.5,Yes,13
746,Aldo,Waistall,Male,47,7/29/1964,Business Systems Development Analyst,,Affluent Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,17
747,Eula,Bruni,Female,91,4/24/1978,Database Administrator II,,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,7
748,Linet,Postill,Female,51,4/21/1981,VP Marketing,Financial Services,High Net Worth,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,7
749,Andreas,Cosin,Male,47,8/1/1972,Environmental Specialist,Argiculture,Mass Customer,N,(ï½¡â â âï½¡),No,19
750,Izaak,Gisborne,Male,42,4/8/1995,Analyst Programmer,Retail,Affluent Customer,N,1;DROP TABLE users,Yes,7
751,Amie,Dufty,Female,41,10/31/2001,Business Systems Development Analyst,Financial Services,Affluent Customer,N,nil,No,1
752,Kalil,Palombi,Male,13,6/27/1961,Speech Pathologist,Financial Services,High Net Worth,N,1E+96,No,12
753,Josy,St. Quentin,Female,82,3/7/1970,Food Chemist,Health,Affluent Customer,Y,-0.5,Yes,6
754,Patsy,Beefon,Female,15,7/28/1979,Senior Financial Analyst,Financial Services,Mass Customer,N,NIL,No,14
755,Baily,Imison,Male,31,7/13/1993,Senior Cost Accountant,Financial Services,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,4
756,Carin,Lauthian,Female,65,9/25/1974,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,16
757,Kinsley,Klimus,Male,91,5/13/1977,Environmental Tech,Financial Services,Mass Customer,N,â¦testâ§,No,18
758,Teena,Birrel,Female,99,4/7/1967,,Manufacturing,High Net Worth,N,åè£½æ¼¢èª,Yes,11
759,Mitchel,Schimek,Male,89,4/18/1963,Clinical Specialist,Health,High Net Worth,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,13
760,Shamus,Fyndon,Male,46,3/2/1978,Assistant Professor,,Mass Customer,N,ï½ï½¨(Â´âï½â©,Yes,18
761,Vaughan,McCromley,Male,12,11/27/1977,Media Manager II,Health,Affluent Customer,N,1,Yes,4
762,Kerwin,Jossel,Male,91,3/6/1980,Environmental Specialist,,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,22
763,Benita,Cuffley,Female,95,11/5/1987,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,-1,No,12
764,Samuel,Stiff,Male,40,3/16/1977,Environmental Tech,Financial Services,Mass Customer,N,<script>alert('hi')</script>,Yes,22
765,Valeria,Chazette,Female,50,8/31/1984,,Retail,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,16
766,Nonna,Hun,Female,16,4/22/1975,,Retail,Mass Customer,N,â«testâ«,Yes,14
767,Gustav,Kos,Male,70,12/16/1955,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,1,No,11
768,Alexia,Wolford,Female,5,1/14/1974,Web Developer IV,Argiculture,Affluent Customer,N,"""'",Yes,21
769,Cameron,Letherbury,Male,65,12/28/1961,Analog Circuit Design manager,IT,Mass Customer,N,-1,No,12
770,Zara,Maccaddie,Female,10,2/5/1984,Software Consultant,IT,High Net Worth,N,ð¾ ð ð ð ð ð ð ð,Yes,13
771,Lammond,MacGeffen,Male,12,3/12/1964,,,Affluent Customer,N,â«testâ«,Yes,8
772,Lorianna,Vidyapin,Female,12,12/26/1998,Community Outreach Specialist,Entertainment,Mass Customer,N,-100,No,4
773,Robbie,Handaside,Male,77,2/12/1985,,Financial Services,Affluent Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,20
774,Phelia,Perotti,Female,79,11/27/1998,Operator,Manufacturing,High Net Worth,N,100,No,1
775,Nikita,Kilby,Male,66,9/21/1982,Accounting Assistant IV,Manufacturing,Affluent Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,No,4
776,Stanley,Seven,Male,30,9/24/1980,Financial Analyst,Financial Services,High Net Worth,N,â©testâ©,No,20
777,Wolfgang,Tarrier,Male,2,1/9/1993,Paralegal,Financial Services,High Net Worth,N,"'""''''""",No,4
778,Stacy,Pozzi,Male,24,11/17/1976,Assistant Professor,Manufacturing,High Net Worth,N,100,No,13
779,Maddy,Larrat,Female,1,2/10/1992,Staff Accountant III,Health,High Net Worth,N,"''''""",No,7
780,Kim,,Female,24,10/12/1973,Professor,Financial Services,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,20
781,Elvis,O'Leagham,Male,80,11/15/1958,Legal Assistant,Manufacturing,Mass Customer,N,ð,No,17
782,Bevvy,Siegertsz,Female,30,8/29/1976,Geological Engineer,Manufacturing,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,17
783,Rudd,Strangeways,Male,6,7/25/1985,Information Systems Manager,Retail,Affluent Customer,N,â¡,No,14
784,Frederik,Duckett,Male,10,1/24/1977,Accounting Assistant III,IT,High Net Worth,N,âââ,Yes,22
785,Anthea,Guesford,Female,48,8/26/1979,Assistant Professor,Manufacturing,Mass Customer,N,0,Yes,18
786,Francklin,Ubanks,Male,34,2/14/1985,,Financial Services,Affluent Customer,N,á,No,16
787,Norma,Batrim,Female,29,12/15/1996,,Retail,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,2
788,Gregg,Townsend,Male,62,7/1/1964,Social Worker,Health,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,11
789,Gabrielle,Giraudot,Female,69,4/28/1978,Geological Engineer,Manufacturing,Affluent Customer,N,0,Yes,14
790,Yvonne,,Female,22,3/24/1968,Senior Editor,,Affluent Customer,N,ï¼ï¼ï¼,No,15
791,Tootsie,Hurt,Female,3,9/29/1968,Professor,Manufacturing,Mass Customer,N,ð©ð½,Yes,14
792,Mitch,Rains,Male,10,11/19/1975,Structural Engineer,,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,4
793,Kissie,Delong,Female,97,1/30/1989,Actuary,Financial Services,High Net Worth,N,,Yes,9
794,Scott,Ommundsen,Male,99,5/12/1955,Compensation Analyst,Financial Services,Affluent Customer,N,-100,Yes,16
795,Cassy,Awdry,Female,35,8/20/1973,Environmental Tech,Financial Services,High Net Worth,N,ì¸ëë°í ë¥´,No,18
796,Ira,Lamlin,Female,8,5/27/1997,Financial Analyst,Financial Services,Mass Customer,N,-0.5,No,2
797,Meridel,Rawet,Female,51,10/20/1973,Internal Auditor,Financial Services,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,19
798,Dorita,Blackburne,Female,22,5/20/1988,Teacher,Financial Services,High Net Worth,N,Ù¡Ù¢Ù£,No,5
799,Harland,Spilisy,U,39,,Programmer I,IT,Mass Customer,N,,Yes,
800,Quint,Popov,Male,68,12/31/1978,Account Coordinator,Manufacturing,Mass Customer,N,"<>?:""{}|_+",No,8
801,Bertram,Linn,Male,28,10/8/1980,Geologist IV,,Affluent Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,20
802,Ailyn,Carberry,Female,50,2/20/1986,Financial Analyst,Financial Services,Mass Customer,N,â,No,3
803,Nina,Murcutt,Female,96,11/11/1999,Nuclear Power Engineer,Manufacturing,High Net Worth,N,ï½ï½¨(Â´âï½â©,No,3
804,Henrietta,Seater,Female,98,6/17/1999,Technical Writer,,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,1
805,Jorrie,Hanhardt,Female,48,4/19/1960,Electrical Engineer,Manufacturing,Mass Customer,N,,No,10
806,Carter,Kaesmakers,Male,66,7/28/1992,Sales Representative,Retail,Mass Customer,N,0,Yes,7
807,Lorne,Quested,Female,48,11/25/1980,Safety Technician I,,Affluent Customer,N,ð¾ ð ð ð ð ð ð ð§,No,16
808,Nigel,Phippard,Male,21,11/21/1979,Social Worker,Health,High Net Worth,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,17
809,Nevsa,Washtell,Female,83,10/23/1977,Biostatistician III,Health,Mass Customer,N,,No,18
810,Fawnia,Bartrum,Female,24,4/4/1998,Software Test Engineer IV,Health,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,1
811,Ive,Chapelhow,Male,6,1/13/1984,Nurse Practicioner,,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,8
812,Coral,Dunkirk,Female,1,9/22/1989,,Financial Services,Mass Customer,N,100,No,16
813,Lisette,Nesbit,Female,12,3/21/1962,Account Representative III,Health,Mass Customer,N,1;DROP TABLE users,No,14
814,Raffarty,Giacomoni,Male,60,12/23/1959,Analog Circuit Design manager,Manufacturing,Mass Customer,N,,No,14
815,Caryn,Sampey,Female,47,7/6/1974,,Manufacturing,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,22
816,Donni,Boor,Female,71,1/10/1957,Product Engineer,Manufacturing,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,15
817,Niel,Abilowitz,Male,38,4/8/1992,Editor,Financial Services,Mass Customer,N,â¡,Yes,6
818,Beverie,Bosanko,Female,17,12/21/1973,Chemical Engineer,Manufacturing,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,11
819,Temp,Thebeau,Male,7,7/17/1975,Associate Professor,Manufacturing,Affluent Customer,N,,Yes,5
820,Cecilia,Chipchase,Female,12,1/6/1977,,Financial Services,High Net Worth,N,100,No,16
821,Gregoor,Aronovitz,Male,41,7/24/1981,Financial Analyst,Financial Services,Mass Customer,N,00ËÆ$-,Yes,7
822,Ardis,Tomlett,Female,67,10/23/1974,Sales Associate,Health,High Net Worth,N,100,No,17
823,Stesha,Morecombe,Female,91,2/17/1990,Internal Auditor,Manufacturing,Affluent Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,9
824,Fleurette,Whardley,Female,97,2/27/1977,Financial Advisor,Financial Services,Affluent Customer,N,NIL,Yes,12
825,Willis,Whyler,Male,17,8/15/1975,Computer Systems Analyst IV,,Affluent Customer,N,0/0,Yes,16
826,Marc,Waddilove,Male,92,12/25/1998,Recruiting Manager,Financial Services,Mass Customer,N,,Yes,1
827,Phillis,Rudwell,Female,90,5/7/1996,,Health,Affluent Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",No,5
828,Darda,Kernocke,Female,93,12/14/1957,,Health,Mass Customer,N,100,Yes,20
829,Byran,Goodfield,Male,84,1/22/2001,Environmental Tech,Financial Services,High Net Worth,N,â«testâ«,Yes,2
830,Jayson,Chilcott,Male,58,5/31/1981,VP Quality Control,Manufacturing,Affluent Customer,N,"'""''''""",No,6
831,Teddy,Keijser,Male,4,4/20/1973,Paralegal,Financial Services,Affluent Customer,N,é¨è½æ ¼,No,11
832,Shaun,Murphey,Male,30,11/30/1977,Research Assistant IV,Retail,Mass Customer,N,,No,14
833,Wadsworth,Hubane,Male,9,10/3/1995,Safety Technician II,,High Net Worth,N,â¦testâ§,Yes,4
834,Rudolf,Brandes,Male,37,4/7/1973,Environmental Tech,Financial Services,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,3
835,Zachary,Matyukon,Male,85,4/22/1968,Electrical Engineer,Manufacturing,Mass Customer,N,-1,Yes,9
836,Clemence,Vautre,Female,33,4/2/1990,Actuary,Financial Services,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,9
837,Derick,Fasler,Male,4,1/11/1957,Internal Auditor,,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,13
838,Hayden,Heersema,Male,27,2/3/1971,Financial Advisor,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,No,15
839,Charis,Greaves,U,14,,Structural Analysis Engineer,IT,Mass Customer,N,,Yes,
840,Chas,Carabet,Male,94,6/20/1964,VP Sales,Financial Services,Affluent Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,19
841,Hanan,McGreay,Male,93,9/22/1966,Marketing Manager,Manufacturing,Affluent Customer,N,!@#$%^&*(),Yes,8
842,Mahmud,Dobbson,Male,59,8/16/1999,Compensation Analyst,Financial Services,High Net Worth,N,ã»(ï¿£âï¿£)ã»:*:,No,2
843,Salomone,Sleford,Male,80,9/5/1989,Developer II,Manufacturing,Affluent Customer,N,00ËÆ$-,Yes,9
844,Tome,Tyt,Male,13,1/13/1978,Nurse Practicioner,Financial Services,High Net Worth,N,âªâªtestâª,No,9
845,Koressa,Maris,Female,51,12/24/1973,Associate Professor,Manufacturing,Mass Customer,N,0/0,No,3
846,Alvan,Rebichon,Male,60,3/25/1954,Geologist I,Manufacturing,Affluent Customer,N,nil,No,17
847,Kelci,Morrison,Female,66,5/26/1991,Chief Design Engineer,Retail,High Net Worth,N,åè£½æ¼¢èª,No,9
848,Lannie,Chat,Male,79,6/25/1979,VP Product Management,Manufacturing,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,13
849,Sylvan,Capper,Male,72,9/15/1969,Librarian,Entertainment,Mass Customer,N,nil,No,10
850,Nevin,Hanfrey,Male,79,9/24/2000,Clinical Specialist,Health,Mass Customer,N,,No,1
851,Cammi,Tesmond,Female,19,12/30/1987,Project Manager,,Affluent Customer,N,100,Yes,2
852,Andie,Bonney,Female,37,11/4/2000,Compensation Analyst,Financial Services,Affluent Customer,N,!@#$%^&*(),Yes,2
853,Nolana,Rotter,Female,26,10/4/1981,Media Manager I,Retail,Mass Customer,N,100,Yes,16
854,Charisse,Thoresby,Female,35,10/24/2000,Marketing Manager,,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,2
855,Bennie,Llywarch,Female,74,10/26/1974,General Manager,Retail,High Net Worth,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,16
856,Peyton,Monkeman,Male,63,10/1/1988,Quality Engineer,Financial Services,Mass Customer,N,!@#$%^&*(),Yes,9
857,Theo,,Female,15,8/14/1964,General Manager,,High Net Worth,N,,No,4
858,Barby,Charlwood,Female,79,6/2/1980,Internal Auditor,Financial Services,High Net Worth,N,-1,Yes,9
