,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Total_Price,address,postcode,state,country,property_valuation
4355,6418,0,2358,2017-05-14,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,37874.0,Ave,Peatt,Male,26.0,1959-05-01,Senior Sales Associate,Retail,High Net Worth,N,Yes,15.0,61.0,1956.7600000000002,6 Graceland Court,4301.0,QLD,Australia,2.0
4356,6420,98,1444,2017-11-22,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Claudian,Ruos,Male,97.0,1975-04-14,Payment Adjustment Coordinator,Health,Mass Customer,N,No,8.0,45.0,20857.91,8088 Macpherson Hill,2323.0,NSW,Australia,5.0
4357,6421,95,1316,2017-02-05,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,33429.0,Steven,Castellaccio,Male,79.0,1990-03-06,Recruiter,Retail,High Net Worth,N,Yes,18.0,30.0,73773.36,482 Bartelt Junction,4280.0,QLD,Australia,7.0
4358,6422,29,3210,2017-03-06,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,Stella,Abreheart,Female,80.0,1988-02-01,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,32.0,32603.2,96 Hermina Terrace,3024.0,VIC,Australia,5.0
4359,6424,91,2421,2017-02-06,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,41434.0,Marilee,Garbott,Female,54.0,1954-08-16,Research Nurse,Health,Affluent Customer,N,Yes,13.0,65.0,4064.0400000000004,1369 Morrow Plaza,3046.0,VIC,Australia,8.0
4360,6425,23,1207,2017-12-17,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Mabel,Marousek,Female,30.0,1997-09-25,Engineer IV,Health,Mass Customer,N,No,1.0,22.0,18386.4,22619 Schurz Street,2321.0,NSW,Australia,4.0
4361,6426,39,3114,2017-02-09,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39427.0,Judah,Prime,Male,48.0,1974-09-05,Teacher,IT,Mass Customer,N,Yes,18.0,45.0,27959.04,7285 Waxwing Pass,2620.0,NSW,Australia,5.0
4362,6428,16,210,2017-06-28,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,33888.0,Albrecht,Thomasson,Male,50.0,1963-11-18,Assistant Manager,Property,Mass Customer,N,No,18.0,56.0,73955.5,19969 5th Parkway,3152.0,VIC,Australia,9.0
4363,6431,4,392,2017-04-13,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Brandyn,Morrid,Male,38.0,1978-06-14,Safety Technician I,Property,Mass Customer,N,No,13.0,42.0,25744.24,75 Bartillon Street,3228.0,VIC,Australia,8.0
4364,6432,14,2701,2017-01-24,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,39880.0,Ileana,Timms,Female,13.0,1960-07-28,Dental Hygienist,Health,Affluent Customer,N,Yes,7.0,59.0,16045.77,41 Westport Center,3280.0,VIC,Australia,4.0
4365,6434,58,2452,2017-11-15,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,Sophronia,Yerrill,Female,93.0,1975-07-24,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,17.0,44.0,13150.2,4898 Buell Terrace,3043.0,VIC,Australia,7.0
4366,6435,36,3332,2017-02-18,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,Cissy,Jeffress,Female,43.0,1998-09-24,Account Representative III,Health,Mass Customer,N,No,3.0,21.0,21825.94,42 Oxford Circle,2220.0,NSW,Australia,11.0
4367,6438,46,3224,2017-04-01,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Darell,Mulqueeny,Female,67.0,1996-03-12,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3.0,24.0,4992.17,50506 Buhler Terrace,3083.0,VIC,Australia,8.0
4368,6439,43,1339,2017-02-05,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Mariam,Guiel,Female,82.0,1978-12-09,Editor,IT,High Net Worth,N,No,14.0,41.0,67076.81999999999,8766 Onsgard Plaza,3805.0,VIC,Australia,8.0
4369,6440,17,1582,2017-06-30,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Francesco,Wasson,Male,32.0,1978-01-14,Office Assistant III,Property,Mass Customer,N,No,4.0,42.0,19673.6,85301 John Wall Road,2101.0,NSW,Australia,11.0
4370,6442,100,3058,2017-05-19,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,40553.0,Hamnet,Kibblewhite,Male,67.0,1986-10-10,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16.0,33.0,13825.449999999999,6354 Briar Crest Road,2022.0,NSW,Australia,12.0
4371,6443,8,2294,2017-09-27,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Skipton,Cordie,Male,25.0,1987-06-16,Associate Professor,Manufacturing,Mass Customer,N,No,21.0,33.0,37903.25,7 Melrose Circle,4017.0,QLD,Australia,5.0
4372,6444,1,2793,2017-10-12,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,Mead,Corkell,Male,77.0,1971-06-16,Research Nurse,Health,Affluent Customer,N,Yes,14.0,49.0,73521.14,19 Del Mar Avenue,3058.0,VIC,Australia,8.0
4373,6445,4,1179,2017-12-23,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,37838.0,Kerry,Pashenkov,Male,56.0,1988-08-15,Media Manager IV,Financial Services,High Net Worth,N,Yes,13.0,31.0,5577.04,525 Kedzie Street,4012.0,QLD,Australia,8.0
4374,6446,25,3126,2017-01-28,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,Bondon,Deeley,Male,7.0,1986-10-16,Statistician IV,Financial Services,High Net Worth,N,No,12.0,33.0,8423.800000000001,98 Grover Street,3048.0,VIC,Australia,5.0
4375,6447,85,1646,2017-03-29,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36145.0,Emmye,Flacke,Female,39.0,1994-06-20,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0,26.0,8009.040000000001,515 Monterey Terrace,2107.0,NSW,Australia,12.0
4376,6448,50,649,2017-12-19,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,Krissie,Dinan,Female,23.0,1974-12-07,Legal Assistant,Financial Services,Mass Customer,N,Yes,10.0,45.0,3034.16,41759 Crowley Circle,2560.0,NSW,Australia,8.0
4377,6449,67,517,2017-05-14,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,40410.0,Iona,Fidgeon,Female,73.0,1985-08-20,Chief Design Engineer,Property,Mass Customer,N,Yes,3.0,34.0,27509.32,590 Hayes Court,2027.0,NSW,Australia,11.0
4378,6450,54,153,2017-01-09,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,Lorilyn,Walshe,Female,73.0,1977-07-28,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12.0,42.0,981.12,453 Sheridan Street,2747.0,NSW,Australia,8.0
4379,6451,35,1106,2017-08-13,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,Sibyl,Bigmore,Female,2.0,1962-12-17,Software Consultant,Retail,Mass Customer,N,No,15.0,57.0,308.8,9 Superior Plaza,3185.0,VIC,Australia,11.0
4380,6452,32,3141,2017-07-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,33888.0,Esmaria,Kiernan,Female,92.0,1995-11-04,Associate Professor,Retail,Mass Customer,N,Yes,3.0,24.0,19446.04,5310 Mosinee Crossing,4151.0,QLD,Australia,9.0
4381,6453,1,555,2017-07-18,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Jarib,Senior,Male,99.0,1970-11-08,Junior Executive,Property,Mass Customer,N,No,4.0,49.0,94527.18000000001,67 8th Terrace,3564.0,Victoria,Australia,4.0
4382,6456,74,2138,2017-08-28,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,Jonell,Gon,Female,23.0,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,N,No,15.0,41.0,21861.96,1861 Golf Course Circle,2216.0,NSW,Australia,8.0
4383,6457,39,445,2017-02-18,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,Timothy,Wenham,Male,91.0,1984-11-13,Executive Secretary,Financial Services,Mass Customer,N,No,5.0,35.0,53005.68,41 Ronald Regan Center,3008.0,VIC,Australia,5.0
4384,6458,60,2983,2017-08-08,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,37220.0,Hilario,Magrane,Male,2.0,1985-01-26,Human Resources Manager,Retail,Mass Customer,N,Yes,17.0,35.0,3519.7,64 Northview Pass,3163.0,VIC,Australia,9.0
4385,6459,50,1745,2017-01-01,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Leigha,Clawson,Female,37.0,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6.0,64.0,4881.04,4216 Annamark Pass,4300.0,QLD,Australia,4.0
4386,6460,26,1084,2017-04-12,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Serena,Jagson,Female,54.0,1994-05-18,Accounting Assistant I,Retail,Affluent Customer,N,No,8.0,26.0,41182.02,24596 Hoepker Avenue,2322.0,NSW,Australia,4.0
4387,6461,56,1551,2017-08-22,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,Joell,Balfe,Female,37.0,1975-05-30,Computer Systems Analyst I,Entertainment,Affluent Customer,N,No,17.0,45.0,5102.3,8 Boyd Road,2075.0,NSW,Australia,12.0
4388,6462,0,3239,2017-12-28,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Wendi,Hew,Female,15.0,1971-12-06,Staff Scientist,Health,High Net Worth,N,No,5.0,48.0,4356.150000000001,9 Dixon Crossing,3793.0,VIC,Australia,7.0
4389,6463,79,525,2017-07-16,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Lennard,Donizeau,Male,64.0,1980-02-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9.0,40.0,52352.64,81848 Amoth Road,3282.0,Victoria,Australia,2.0
4390,6465,75,583,2017-10-02,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,Tirrell,Haysham,Male,97.0,1986-04-14,Registered Nurse,Health,Mass Customer,N,No,4.0,34.0,83803.15000000001,8 Sommers Circle,2305.0,NSW,Australia,7.0
4391,6466,10,428,2017-08-13,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,38193.0,Freida,Everil,Female,0.0,1977-05-03,Structural Engineer,Health,High Net Worth,N,Yes,14.0,43.0,0.0,8 Moland Pass,2065.0,NSW,Australia,10.0
4392,6469,24,2635,2017-05-20,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Arty,Mac Geaney,Male,45.0,1959-01-03,Nurse,Retail,Mass Customer,N,No,14.0,61.0,36935.1,13 Dexter Lane,3279.0,VIC,Australia,8.0
4393,6470,38,1572,2017-06-21,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38991.0,Tam,Jahner,Male,51.0,1957-07-26,Recruiting Manager,Financial Services,High Net Worth,N,Yes,16.0,62.0,19834.920000000002,8 Heffernan Crossing,2126.0,NSW,Australia,12.0
4394,6472,16,2309,2017-06-12,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,Herc,McIlhone,Male,40.0,1985-01-13,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,14.0,35.0,59164.399999999994,0991 Commercial Road,4300.0,QLD,Australia,5.0
4395,6473,85,1956,2017-07-17,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0,Omero,Murra,Male,36.0,1994-07-08,Human Resources Assistant I,Health,Affluent Customer,N,Yes,3.0,25.0,7392.960000000001,37 Mockingbird Street,4017.0,QLD,Australia,3.0
4396,6476,31,1530,2017-11-17,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,34527.0,Alexandr,Maylard,Male,89.0,1976-01-12,Pharmacist,Health,Mass Customer,N,Yes,9.0,44.0,15413.02,84749 Holy Cross Terrace,2767.0,NSW,Australia,8.0
4397,6477,45,1049,2017-07-09,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,Fraser,Gaenor,Male,35.0,1996-03-02,Software Consultant,Property,Mass Customer,N,No,2.0,24.0,2974.6499999999996,79 Lighthouse Bay Lane,3082.0,VIC,Australia,8.0
4398,6478,50,328,2017-02-03,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Bernice,Kings,Female,87.0,1991-04-11,Senior Developer,Manufacturing,Mass Customer,N,No,12.0,29.0,11477.039999999999,2 Thierer Lane,3437.0,VIC,Australia,8.0
4399,6479,29,2365,2017-12-29,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,37337.0,Lauretta,Furmonger,Female,2.0,1998-10-18,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,3.0,21.0,815.08,743 Stone Corner Parkway,4127.0,QLD,Australia,6.0
4400,6480,72,1684,2017-02-28,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,Janie,Stonehewer,Female,96.0,1979-07-10,Environmental Tech,Manufacturing,Mass Customer,N,No,6.0,40.0,25948.800000000003,087 Fallview Plaza,4209.0,QLD,Australia,5.0
4401,6483,74,632,2017-04-19,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,34527.0,Angeli,O'Hegertie,Male,67.0,1998-04-26,General Manager,Health,Mass Customer,N,No,1.0,22.0,26860.97,725 Cordelia Junction,3028.0,Victoria,Australia,8.0
4402,6484,53,3262,2017-12-16,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Maynord,L'Episcopi,Male,65.0,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12.0,60.0,6602.7,2558 Morningstar Center,4221.0,QLD,Australia,8.0
4403,6486,11,1812,2017-06-10,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Daffi,Sewley,Female,20.0,1959-07-11,Clinical Specialist,Health,Affluent Customer,N,No,14.0,60.0,15299.2,75 Duke Plaza,2147.0,NSW,Australia,9.0
4404,6487,53,311,2017-06-17,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Jaimie,Halms,Female,86.0,1957-08-16,Internal Auditor,Health,High Net Worth,N,No,12.0,62.0,65786.56,099 Nova Plaza,2227.0,NSW,Australia,10.0
4405,6489,3,2590,2017-11-10,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33429.0,Roslyn,Tewkesbury.,Female,48.0,1964-09-22,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,55.0,18668.16,27 Grayhawk Alley,2102.0,NSW,Australia,11.0
4406,6490,38,3484,2017-06-20,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37698.0,Hedi,Mowday,Female,10.0,1976-10-24,Information Systems Manager,Financial Services,High Net Worth,N,Yes,20.0,43.0,3889.2000000000003,3 Butterfield Trail,4519.0,QLD,Australia,6.0
4407,6494,25,369,2017-09-20,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,Alic,Trenear,Male,19.0,1991-08-24,Actuary,Financial Services,Mass Customer,N,Yes,9.0,28.0,15763.35,6085 Petterle Circle,3130.0,VIC,Australia,10.0
4408,6495,69,327,2017-08-06,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Cris,Richfield,Female,10.0,1968-07-24,Design Engineer,Health,Mass Customer,N,No,12.0,51.0,5946.799999999999,8717 Mandrake Place,4214.0,QLD,Australia,8.0
4409,6496,62,1725,2017-04-12,1.0,Cancelled,Solex,Standard,high,medium,1024.66,614.8,40670.0,Corena,Postlewhite,Female,80.0,1979-07-19,Junior Executive,Manufacturing,High Net Worth,N,Yes,16.0,40.0,49184.0,2 Mcguire Terrace,2323.0,NSW,Australia,7.0
4410,6497,81,1063,2017-10-04,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,42218.0,Terrence,Geck,Male,22.0,1987-03-01,Actuary,Financial Services,Affluent Customer,N,Yes,13.0,33.0,11482.68,6988 Acker Crossing,2217.0,NSW,Australia,10.0
4411,6498,64,601,2017-09-20,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172.0,Ken,Renfree,Male,56.0,1992-12-04,Senior Quality Engineer,Retail,High Net Worth,N,Yes,4.0,27.0,98551.59999999999,71 Meadow Ridge Parkway,2539.0,NSW,Australia,11.0
4412,6499,32,605,2017-10-20,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,40618.0,Bart,Creenan,Male,13.0,1972-03-26,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5.0,48.0,2747.81,425 Thierer Junction,2761.0,NSW,Australia,8.0
4413,6501,59,1590,2017-10-05,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34244.0,Crystie,Fontanet,Female,8.0,1965-12-09,Assistant Manager,Retail,Mass Customer,N,No,14.0,54.0,5868.64,5 Elgar Place,4132.0,QLD,Australia,5.0
4414,6502,90,1821,2017-11-16,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,40672.0,Fields,Bayne,Male,89.0,1972-03-09,Web Developer IV,Entertainment,High Net Worth,N,Yes,15.0,48.0,45174.619999999995,3201 Canary Center,2540.0,NSW,Australia,9.0
4415,6503,7,1923,2017-12-15,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,Immanuel,Farlamb,Male,52.0,1970-08-23,Health Coach IV,Health,Mass Customer,N,No,9.0,49.0,12190.36,4 Susan Center,3170.0,VIC,Australia,9.0
4416,6504,57,1496,2017-09-06,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34586.0,Cordie,Disbrow,Female,22.0,1998-05-02,Human Resources Manager,IT,Affluent Customer,N,No,3.0,22.0,5723.08,7764 Declaration Hill,2261.0,NSW,Australia,9.0
4417,6505,0,2767,2017-05-21,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Sybil,Scramage,Female,84.0,1988-02-22,Desktop Support Technician,Property,High Net Worth,N,No,22.0,32.0,18062.52,14 Pennsylvania Alley,2225.0,NSW,Australia,10.0
4418,6506,6,1358,2017-04-26,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,Gerome,Whittock,Male,8.0,1994-04-11,Dental Hygienist,Health,High Net Worth,N,No,6.0,26.0,3591.2,19 Green Ridge Avenue,3340.0,VIC,Australia,3.0
4419,6508,79,979,2017-05-30,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Kayla,Falkingham,Female,42.0,1959-12-25,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12.0,60.0,28351.26,938 Monica Park,3173.0,VIC,Australia,9.0
4420,6509,26,3058,2017-02-02,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,38193.0,Hamnet,Kibblewhite,Male,67.0,1986-10-10,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16.0,33.0,51096.21,6354 Briar Crest Road,2022.0,NSW,Australia,12.0
4421,6510,77,2411,2017-05-11,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,Casey,McDade,Male,0.0,1964-05-27,Technical Writer,Financial Services,High Net Worth,N,No,13.0,56.0,0.0,4006 Algoma Crossing,2041.0,NSW,Australia,12.0
4422,6511,59,1155,2017-09-07,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,40487.0,Janetta,Hartrick,Female,73.0,1994-01-15,VP Marketing,Property,Mass Customer,N,Yes,9.0,26.0,53551.340000000004,9618 Havey Place,2710.0,NSW,Australia,1.0
4423,6512,32,1152,2017-06-13,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,38750.0,Humfrid,Ducket,Male,47.0,1998-06-23,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3.0,22.0,9934.39,893 Petterle Trail,4551.0,QLD,Australia,10.0
4424,6513,60,2088,2017-09-21,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,38647.0,Ernie,Wankel,Male,2.0,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,50.0,3519.7,59 Prentice Lane,4551.0,QLD,Australia,7.0
4425,6514,57,2843,2017-12-09,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42145.0,Lorain,Danforth,Female,42.0,1968-04-20,Recruiter,Financial Services,Affluent Customer,N,Yes,5.0,52.0,10925.88,37 Darwin Circle,2282.0,NSW,Australia,8.0
4426,6515,100,327,2017-12-14,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,Cris,Richfield,Female,10.0,1968-07-24,Design Engineer,Health,Mass Customer,N,No,12.0,51.0,2063.5,8717 Mandrake Place,4214.0,QLD,Australia,8.0
4427,6516,32,2207,2017-03-14,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,34527.0,Junia,Gall,Female,93.0,1979-01-26,Web Designer IV,Manufacturing,Mass Customer,N,Yes,16.0,41.0,19657.41,02 Del Mar Center,4121.0,QLD,Australia,8.0
4428,6517,29,1365,2017-05-27,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,Shurlocke,Pirie,Male,97.0,1992-04-19,Research Associate,Health,Mass Customer,N,No,3.0,28.0,39531.380000000005,970 Sundown Place,3222.0,VIC,Australia,5.0
4429,6518,40,1103,2017-11-28,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,33259.0,Glynnis,Sailor,Female,76.0,1978-01-30,Financial Advisor,Financial Services,High Net Worth,N,Yes,20.0,42.0,45505.76,258 Luster Court,2154.0,NSW,Australia,10.0
4430,6522,79,1205,2017-09-18,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Barton,Baudts,Male,38.0,1978-06-05,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,13.0,42.0,31084.38,6072 Ridge Oak Junction,2222.0,NSW,Australia,10.0
4431,6523,95,1274,2017-02-03,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Emmerich,Tinkler,Male,12.0,1977-11-16,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20.0,42.0,6341.16,1075 Raven Place,4512.0,QLD,Australia,7.0
4432,6524,31,1270,2017-06-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Cullen,Langshaw,Male,72.0,1983-02-27,Paralegal,Financial Services,Affluent Customer,N,No,10.0,37.0,12468.960000000001,640 Toban Hill,4702.0,QLD,Australia,6.0
4433,6528,96,263,2017-05-11,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Tonia,Leigh,Female,89.0,1985-11-19,Dental Hygienist,Health,High Net Worth,N,No,7.0,34.0,88435.73999999999,50 Everett Way,2064.0,NSW,Australia,9.0
4434,6529,82,3089,2017-10-20,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,34079.0,Wood,Nathan,Male,27.0,2000-02-24,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2.0,20.0,18607.859999999997,7 Westridge Terrace,4504.0,QLD,Australia,7.0
4435,6530,35,844,2017-11-15,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Tome,Tyt,Male,13.0,1978-01-13,Nurse Practicioner,Financial Services,High Net Worth,N,No,9.0,42.0,12412.66,69 Hovde Plaza,2680.0,NSW,Australia,5.0
4436,6531,75,1385,2017-05-12,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,Melesa,Priddy,Female,39.0,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,62.0,33694.05,28 Menomonie Street,3140.0,VIC,Australia,10.0
4437,6532,0,3037,2017-01-09,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434.0,Leanora,Isles,Female,30.0,1971-10-27,Legal Assistant,Financial Services,High Net Worth,N,Yes,18.0,48.0,3752.1,01654 Milwaukee Plaza,2000.0,NSW,Australia,11.0
4438,6535,10,1296,2017-03-18,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,37838.0,Essy,Vondrak,Female,61.0,1989-03-11,Paralegal,Financial Services,Affluent Customer,N,Yes,9.0,31.0,22158.25,87 Reinke Drive,4211.0,QLD,Australia,6.0
4439,6537,1,1672,2017-09-26,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,37659.0,Sharla,Creebo,Female,21.0,1963-04-27,Design Engineer,IT,Affluent Customer,N,Yes,9.0,57.0,20051.22,29438 Swallow Crossing,2217.0,NSW,Australia,11.0
4440,6538,70,2164,2017-09-15,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193.0,Toinette,Clementson,Female,12.0,1973-08-16,Financial Analyst,Financial Services,Mass Customer,N,Yes,18.0,46.0,3569.16,63 School Plaza,2145.0,NSW,Australia,9.0
4441,6539,72,389,2017-02-28,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37499.0,Dorene,Scrivner,Female,97.0,1975-04-27,Help Desk Operator,Entertainment,Affluent Customer,N,Yes,17.0,45.0,26219.100000000002,8 Holy Cross Center,2047.0,NSW,Australia,9.0
4442,6540,67,440,2017-05-16,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Sheena,O'Duggan,Female,46.0,1977-12-16,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10.0,42.0,17334.64,1693 Artisan Hill,2259.0,NSW,Australia,6.0
4443,6542,43,2381,2017-11-29,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,39427.0,Dulsea,Pladen,Female,91.0,1973-02-12,Programmer I,Argiculture,Affluent Customer,N,Yes,5.0,47.0,59103.590000000004,9 American Ash Plaza,2015.0,NSW,Australia,9.0
4444,6543,62,1372,2017-01-24,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Rockie,Wheldon,Male,44.0,1980-07-02,Computer Systems Analyst III,Manufacturing,Affluent Customer,N,No,17.0,40.0,13143.68,6 Forster Crossing,3198.0,VIC,Australia,8.0
4445,6544,31,1585,2017-08-01,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40336.0,Stillman,Sackur,Male,87.0,1961-04-07,Pharmacist,Health,Mass Customer,N,Yes,5.0,59.0,15066.66,70416 Becker Court,2099.0,NSW,Australia,10.0
4446,6546,8,3409,2017-01-30,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Abbey,Nellen,Female,75.0,1977-04-29,Desktop Support Technician,Argiculture,Mass Customer,N,No,16.0,43.0,113709.75000000001,0 Ronald Regan Way,4870.0,QLD,Australia,1.0
4447,6547,9,1930,2017-02-19,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,Ambrose,Bleasby,Male,27.0,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,N,No,3.0,24.0,29223.719999999998,3542 Arkansas Place,3380.0,VIC,Australia,1.0
